,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
229,Moneyball,133.0,"Biography,Drama,Sport","Sep 23, 2011",50000000,75605492,111300835,61300835,PG-13,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Brent Jennings, Ken Medlock, Tammy Blanchard, Vyto Ruginis, Jack McGee, Nick Searcy, Glenn Morshower, Casey Bond, Nick Porrazzo, Kerris Dorsey, Arliss Howard, Reed Thompson, James Shanklin, Diane Behrens, Takayo Fischer, Derrin Ebert, Miguel Mendoza, Adrian Bellani, Tom Gamboa, Artie Harris, Barry Moss, Bob Bishop, George Vranau, Phil Pote, Art Ortiz, Royce Clayton, Marvin Horn, Brent Dohling"
230,Wolf,122.0,"Crime,Drama,Thriller","Jun 17, 1994",70000000,65011757,131011757,61011757,R,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan, Richard Jenkins, Christopher Plummer, Eileen Atkins, David Hyde Pierce, Om Puri, Ron Rifkin, Prunella Scales, Brian Markinson, Ellen Lewis, Juliet Taylor, Shirin Devrim, Peter Gerety, Bradford English, Kirby Mitchell, Madhur Jaffrey, William Hill, Cynthia O'Neal, Eva Rodriguez, Allison Janney, Tom Oppenheim, Starletta DuPois, Thomas F. Duffy, Star Jasper, Michelle Hurd, John Hackett, Stewart J. Zully, David Schwimmer, Marvin Chatinover, Christopher Birt, Howard Erskine, Lane Garrison, Irene Forrest, Tim Thomas, Joanna Sanchez, Kaity Tong, Jose Soto, Van Baily, Lisa Emery, Lia Chang, James Saito, Oz Perkins, Leigh Carlson, Max Weitzenhoffer, Dwayne McClary, Michael Raynor, Jennifer Nicholson, Arthur Rochester, Jack Nesbit, Dale Kasman, Jeffrey Allen O'Den, Neil Machlis, Kenneth Ebling"
231,Wolf,122.0,"Crime,Drama,Thriller","Jun 17, 1994",70000000,65011757,131011757,61011757,NR,Jim Taihuttu,"Marwan Kenzari, Bo Maerten, Bo Maertens, Steef Cuijpers, Mark Catuogno, Raymond Thiry, Chemseddine Amar, Nasrdin Dchar, Slimane Dazi"
232,Begin Again,68.0,"Drama,Family","Jun 27, 2014",8000000,16170632,68838736,60838736,R,John Carney,"Keira Knightley, Mark Ruffalo, Hailee Steinfeld, Adam Levine, Catherine Keener, James Corden, Cee-Lo Green, Yasiin Bey, Aya Cash"
233,Miracles from Heaven,109.0,"Biography,Drama,Family","Mar 16, 2016",13000000,61705123,73798736,60798736,PG,Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler, John Carroll Lynch, Eugenio Derbez, Queen Latifah, Hannah Alligood, Gregory Alan Williams, Wayne Pére, Kelly Collins Lintz, Erica Allen McGee, Brandon Spink, Rhoda Griffis, Bruce Altman, Zach Sale, Gwen Waymon, Kenny Alfonso, John Crow, Kevin Sizemore, J.M. Longoria, Preston Baker, Maia Moss-Fife, Matt Mercurio, Suehyla El-Attar, Paul Andrew O'Connor, Norma Alvarez, Adam Drescher, Anne Holt, Kim Banta, Emerald Robinson, Judd Lormand, Shea McHugh, Summer Parker, Mac Powell, Bryce Daniel Zentkovich, Christina Bach Norman, Stephen Matthew Smith, Brian Bremer, Neil Redick, Christy Beam, Annabel Beam, Kevin Beam, Jose Garza, Abigail Beam, Adelynn Beam, Sunshine Bartell, Morgan Burch, Harvest Parker, John Andrew, Jennifer Finley, Barbara Lynn Vincent"
234,Tinker Tailor Soldier Spy,122.0,"Drama,Mystery,Thriller","Dec 9, 2011",21000000,24149393,81452811,60452811,R,Tomas Alfredson,"Colin Firth, Gary Oldman, Tom Hardy, Mark Strong (II), John Hurt, Ciarán Hinds, Simon McBurney, Svetlana Khodchenkova, Benedict Cumberbatch, Toby Jones, David Dencik, Kathy Burke, Stephen Graham, Zoltán Musci, Zoltán Mosci, Arthur Nightingale, Amanda Fairbank-Hynes, Peter McNeil O'Connor, Roger Lloyd-Pack, Michael Sarne, Matyelok Gibbs, Philip Hill-Pearson, Jamie Thomas King, Stuart Graham, Konstantin Khabenskiy, Sarah-Jane Robinson, Katrina Vasilieva, Linda Marlowe, William F. Haddock, Erskine Wylie, Philip Martin Brown, Tomasz Kowalski, Alexandra Salafranca, Denis Khoroshko, Oleg Dzhabrailov, Gillian Steventon, Nick Hopper, Laura Carmichael, Rupert Procter, John Le Carré, Christian McKay, Jean-Claude Jay, Tom Stuart, Péter Kálloy Molnár, Ilona Kassai, Imre Csuja"
235,The Rite,114.0,"Drama,Horror,Mystery","Jan 28, 2011",37000000,33047633,97143987,60143987,PG-13,Mikael Håfström,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds, Toby Jones, Rutger Hauer, Marta Gastini, Maria Grazia Cucinotta, Arianna Veronesi, Andrea Calligari, Chris Marquette, Torrey DeVitto, Ben Cheetham, Franco Nero, Marija Karan, Rosa Pianeta, Giampiero Ingrassia, Rosario Tedesco, Cecilia Dazzi, Anikó Vincze, Attila Bardóczy, Nadia Kibout, Anita Pititto, Sándor Baranyai, Fabiola Balestriere"
236,Hereditary,127.0,"Drama,Horror,Mystery","Jun 8, 2018",10000000,44069456,70133905,60133905,R,Ari Aster,"Toni Collette, Milly Shapiro, Alex Wolff, Gabriel Byrne, Mark Blockovich, John Forker, Zackary Arthur, Brockton McKinney, Shane Morrisun, Heidi Mendez, Jake Brown, Gabriel Monroe Eckert, Gerry Garcia, Austin R. Grant, Rachelle Hardy, Marilyn Miller, Jason Miyagi, Ann Dowd, Christy Summerhays, A.J. Moss, Morgan Lund, Mallory Bechtel"
237,Dolphin Tale,113.0,"Drama,Family","Sep 23, 2011",37000000,72286779,96068724,59068724,PG,Charles Martin Smith,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson, Cozi Zuehlsdorff, Morgan Freeman, Austin Stowell, Frances Sternhagen, Austin Highsmith, Betsy Landin, Juliana Harkavy, Megan Lozicki, Jim Fitzpatrick, Kim Ostrenko, Michael Roark, Richard Libertini, Ray McKinnon, Ashley White, Tom Nowicki, Rus Blackwell, Marc Macaulay, Jennifer De Castroverde, Denise Durette, Vivian Ruiz, Laila Harris, Stacy Ann Rose, Kurt Yaeger, Mike Maki, Mike Pniewski, Nicholas Turner Martin, Carlos Guerrero Jr., Paul Amadi, Charlotte Connick, Winter, Abby Stone, Cat Rust, Elaina Franklin"
238,Orphan,111.0,Drama,"Jul 24, 2009",20000000,41596251,78769428,58769428,R,Jaume Collet-Serra,"Peter Sarsgaard, Vera Farmiga, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett, Aryana Engineer, Karel Roden, Margo Martindale, Rosemary Dunsmore, Jamie Young, Lorry Ayers, Brendan Wall, Genelle Williams, Mustafa Abdelkarim, Landon Norris, Julien Elia, Leni Parker"
239,Hereafter,129.0,"Drama,Fantasy,Romance","Oct 15, 2010",50000000,32746941,108660270,58660270,PG-13,Clint Eastwood,"Matt Damon, Lyndsey Marshal, Bryce Dallas Howard, Jay Mohr, Richard Kind, Frankie McLaren, George McLaren, Lyndsey Marshal, Cécile De France, Derek Jacobi, Marthe Keller, Jenifer Lewis, Andy Gathergood, Helen Elizabeth, Thierry Neuvic, Stephane Freiss, Joe Bellan, Sean Buckley, Paul Antony-Barber, Jack Bence, Cyndi Mayo Davis, Lisa Griffiths, Jessica Griffiths, Ferguson Reid, Derek Sakakura, Charlie Creed-Miles, Rebekah Staton, Declan Conlon, Marcus Boyea, Franz Drameh, Tex Jacks, Taylor Doherty, Mylène Jampanoï, Laurent Bateau, Calum Grant, Steve Schirripa, Tom Beard, Jean-Yves Berteloot, Niamh Cusack, George Costigan, Claire Price, Surinder Duhra, Audrey Brisson, Jess Murphy, Michael Cuckson, Jennifer Thorne, Barry Martin, Charlie Holliday, John Nielsen, Anthony Allgood, Mathew Baynton, Pearce Quigley, Meg Wynn Owen, Selina Cadell, Tom Price, Céline Sallette, Celia Shuman, Joanna Croll, Tim Fitzhigham, Chloe Bale, Gennady Loktionov"
240,Casino,,Drama,"Nov 22, 1995",52000000,42438300,110400000,58400000,R,Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison, Vinny Vella Sr., Oscar Goodman, Phillip Suriano, Erika Von Tagen, Frankie Avalon, Philip Suriano, Steve Allen, Jayne Meadows, Jerry Vale, Audrey Meadows, Joseph Rigano, Gene Ruffini, Dominick Grieco, Richard Amalfitano, Richard F. Strafella, Casper Molee, David Leavitt, Peter Conti, Steve Vignari, Rick Crachy, Larry E. Nadler, Paul Herman, Salvatore Petrillo, Joey de Pinto, Heidi Keller, Millicent Sheridan, Nobu Matsuhisa, Toru Nagai, Barbara Spanjers, Dom Angelo, Dean Casper, Joe Molinaro, Bret McCormick, Ali Pirouzkar, Frankie Jay Allison, Clem Caserta, Jed Mills, Jeff Scott Anderson, Cameron Milzer, Jennifer M. Abbott, Frank Washko Jr., Richard Riehle, Christian A. Azzinaro, Linda Perri, Eric Randall, Robert C. Tetzlaff, Anthony Russell, Brian Reddy, Roy Conrad, Carol Wilson, Andy Jarrell, Joe Lacoco, John Manca, Tyde Kierney, Ronald Maccone, Sasha Semenoff, Mitch Kolpan, Buck Stephens, Sly Smith, Joseph Reidy, Joe La Due, Richard Wagner, Carl Ciarfalio, Fred Smith, Jack Orend, Sonny D'Angelo, Greg Anderson, David Varriale, Stuart Nisbet, Tommy DeVito, Frank Adonis, Joseph Bono, Craig Vincent, Daniel P. Conte, Paul Dottore, Richard T. Smith, David Rose, Jonathan Kraft"
241,Ben-Hur,123.0,"Action,Adventure,Drama","Nov 18, 1959",15000000,73000000,73259017,58259017,PG-13,,"Pilou Asbæk, David Walmsley, Yasen Atour, Denise Tantucci, Jarreth J. Merz, Ioan Gunn, Craig Peritz, Julian Kostov, Maurice Lee, Giorgio Bonelli"
242,Ben-Hur,123.0,"Action,Adventure,Drama","Nov 18, 1959",15000000,73000000,73259017,58259017,G,William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet, Martha Scott, Sam Jaffe, Cathy O'Donnell, Finlay Currie, Frank Thring, George Relph, Marina Berti, Hugh Griffith, Terence Longdon, André Morell, Adi Berber, Claude Heater, José Greci, Richard Hale, Dino Fazio, Stella Vitelleschi, Laurence Payne, John Horsley, Richard Coleman, Duncan Lamont, Ralph Truman, Reginald Lal Singh, David Davies, Dervis Ward, Mino Doro, Robert Brown, John Glenn, Maxwell Shaw, Emilio Carrer, Tutte Lemkow, Howard Lang, John Le Mesurier, Stevenson Lang, Aldo Mozele, Thomas James O'Leary, Noel Sheldon, Hector Ross, Al Silvani, Bill Kuehl, Aldo Silvani, Diego Pozzetto, Michael Cosmo, Aldo Pial, Remington Olmstead, Victor De La Fosse, Enzo Fiermonte, Hugh Billingsley, Tiberio Mitri, Pietro Tordi, Jerry Brown, Otello Capanna, Luigi Marra, Cliff Lyons, Edward J. Auregul, Joe Yrigoyen, Alfredo Danesi, Raimondo Van Riel, Michael Dugan, Joe Canutt, Karl Tunberg, Ferdinand ""Ferdy"" Mayne, John Zaccaro"
243,The Boy,105.0,"Drama,Horror,Thriller","Jan 22, 2016",10000000,35819556,68220952,58220952,PG-13,"William Brent Bell, Craig William Macneill","Lauren Cohan, Rupert Evans, Jim Norton, Diana Hardcastle, Ben Robson, Jett Klyne, Lily Pater, Stephanie Nicole Lemelin, Matthew Walker, James Russell, Jared Breeze, Bill Sage, Mike Vogel, Zuleikha Robinson, Aiden Lovekamp, Sam Morse, Manuela Guerra"
244,The Boy,105.0,"Drama,Horror,Thriller","Jan 22, 2016",10000000,35819556,68220952,58220952,PG-13,Craig William Macneill,"David Morse, Rainn Wilson, Jared Breeze, Aiden Lovekamp, David Valencia, Mike Vogel, Amalia Santa Maria, Bill Sage, Sam Morse, Zuleikha Robinson, Andres Echavarria, Maria Luisa Ruiz, Manuela Guerra, Hong Kyu Park, Victoria Escobar, Susana Jaramillo, Tomas Eastman, Taige Jensen, Taige Jensen"
245,Rings,102.0,"Drama,Horror,Mystery","Feb 3, 2017",25000000,27793018,82917283,57917283,PG-13,F. Javier Gutiérrez,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Aimee Teegarden, Bonnie Morgan, Vincent D'Onofrio, Laura Wiggins, Zach Roerig, Surely Alvelo"
246,Ghost in the Shell,107.0,"Action,Drama,Sci-Fi","Mar 31, 2017",110000000,40563557,167910690,57910690,R,Mamoru Oshii,"Mimi Woods, Richard George, William Frederick, Abe Lasser, Christopher Joyce, Mike Sorich, Ben Isaacson, Hank Smith, Philip Williams, David Conrad, Tom Carlton, Doug Stone"
247,Ghost in the Shell,107.0,"Action,Drama,Sci-Fi","Mar 31, 2017",110000000,40563557,167910690,57910690,PG-13,Rupert Sanders,"Scarlett Johansson, Michael Pitt, Christopher Obi, Josep Naufahu, Pilou Asbæk, Philippe Joly, Takeshi Kitano"
248,The Book Thief,131.0,"Drama,War","Nov 8, 2013",19000000,21488481,76086711,57086711,PG-13,Brian Percival,"Geoffrey Rush, Emily Watson, Sophie Nélisse, Ben Schnetzer, Nico Liersch, Roger Allam, Heike Makatsch, Julian Lehmann, Gotthard Lange, Rainer Reiners, Kirsten Block, Ludger Bokelmann, Paul Schalper, Nozomi Linus Kaisar, Oliver Stokowski, Robert Beyers, Hildegard Schroedter, Levin Liam, Sandra Nedeleff, Rafael Gareisen, Carl Heinz Choynski, Carina Wiese, Rainer Bock, Barbara Auer, Sebastian Hülk, Matthais Matschke, Beata Lehmann, Laina Schwarz, Marie Burchard, Georg Tryphon, Joachim Paul Assböck, Martin Ontrop, Jan Andres, Stephanie Stremler"
249,The Grey,117.0,"Action,Adventure,Drama","Jan 27, 2012",25000000,51580136,81249176,56249176,R,Joe Carnahan,"Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts, Joe Anderson (VI), Nonso Anozie, Ben Bray, James Badge Dale, Anne Openshaw, Peter Girges Dureyshevar, Jonathan James Bitonti, James Bitonti, Ella Kosor, Jacob Blair, Lani Gelera, Larissa Stadnichuk, Ben Foster"
250,Chappie,120.0,"Action,Crime,Drama","Mar 6, 2015",49000000,31569268,105002056,56002056,R,Neill Blomkamp,"Sharlto Copley, Dev Patel, Ninja, Yolandi Visser, Jose Pablo Cantillo, Sigourney Weaver, Hugh Jackman, Brandon Auret, Johnny K. Selema, Anderson Cooper, Maurice Carpede, Jason Cope, Kevin Otto, Chris Shields, Bill Marchant, Robert Hobbs (II), Mark K. Xulu, Sherldon Marema, Shaheed Hajee, David Davadoss, Anneli Muller, Kendal Watt, Eugene Khumbanyiwa, Chan Marti, Vuyelwa Booi, Mike Blomkamp, Anthony Bishop, Paul Dobson, Max Poolman, Alistair Prodgers, Wandile Molebatsi, Arran Henn, Thami Ngubeni, James Bitonti, Andea DeJager, Hein DeVries, Daniel Hirst, Paul Hampshire"
251,The Best Man Holiday,123.0,"Comedy,Drama","Nov 15, 2013",17000000,70525195,72835710,55835710,R,Malcolm D. Lee,"Morris Chestnut, Taye Diggs, Regina Hall, Terrence Howard, Sanaa Lathan, Nia Long, Harold Perrineau, Monica Calhoun, Melissa DeSousa, Eddie Cibrian, John Michael Higgins, Richie Lawrence, Millie Davis, Linden Liles-McCurdy, Isis Moore, Shai Pierre-Dixon, Allison Augustin, Paulina B. Abarca, Catherine Bruhier, Julianna Barclay, David Schürmann, Mark Robert Ellis, Pam Oliver, Greg Gumbel, Eddie George, Marsha Ambrosious, Anthony Hamilton, Elle Downs, Linda Carter, Michael ""MD"" Dunston, Ryan Lamanna, Chris Williams (XII), Riele West Downs"
252,Dallas Buyers Club,117.0,"Biography,Drama","Nov 1, 2013",5000000,27298285,60611845,55611845,R,Jean-Marc Vallée,"Matthew McConaughey, Jared Leto, Jennifer Garner, Dallas Roberts, Steve Zahn, Griffin Dunne, Denis O'Hare, Kevin Rankin, Donna DuPlantier, Deneen D. Tyler, J.D. Evermore, Ian Casselberry, Noelle Wilcox, Bradford Cox, Rick Espaillat, Lawrence Turner, Lucius Falick, James DuMont, Jane McNeill, Don Brady, Sean Boyd, Matthew Thompson, Tony Bentley, Rachel Wulff, Neeona Neal, Scott Takeda, Joji Yoshida, Carl Palmer, Martin Covert, Douglas M. Griffin, David Lichtenstein, Craig Borten, Arthur Smith"
253,"Love, Simon",110.0,"Comedy,Drama,Romance","Mar 16, 2018",10000000,40826341,65520633,55520633,PG-13,Greg Berlanti,"Nick Robinson, Katherine Langford, Alexandra Shipp, Josh Duhamel, Logan Miller, Jorge Lendeborg Jr., Jennifer Garner, Keiynan Lonsdale, Miles Heizer, Colton Haynes, Talitha Bateman, Joshua Mikel, Mackenzie Lintz, Darcy Rose Byrnes, Alex Sgambati, Joey Pollari, Sean O'Donnell, Terayle Hill, Cassady McClincy"
254,White House Down,131.0,"Action,Drama,Thriller","Jun 28, 2013",150000000,73103784,205440387,55440387,PG-13,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins, Joey King, James Woods, Nicolas Wright, Jimmi Simpson, Michael Murphy, Rachelle Lefevre, Lance Reddick, Matt Craven, Jake Weber, Peter Jacobson, Barbara Williams, Kevin Rankin, Garcelle Beauvais, Falk Hentschel, Romano Orzari, Jackie Geary, Andrew Simms, Catherine Lemieux, Vincent Leclerc, Andreas Apergis, Victor Cornfoot, Anatoly Zinoviev, Lee Villeneuve, Patrick Sabongui, Anthony Lemke, Kyle Gatehouse, Yardly Kavanagh, Andrew Shaver, Rhys Williams, Kwasi Songui, Patrick Costello, Ralph Prosper, Jennifer Morehouse, Martin Thibaudeau, Simon Gouveia, Richard Bradshaw, Frank Cavallaro, Lori Graham, Barry Morgan, Andrew Peplowski, Timothy F. Sargeant, Tarah Schwartz, Dan Duran, David Haydn-Jones, Janette Luu, Tamara Sutherland, Seamus O'Reagan, Lauren Sanchez, Christopher Schauble, Brooke Anderson, Ben Mankiewicz, John Hans Tester, Leni Parker, Faber Dewar, Brent Skagford, Todd van der Heyden, Paul van der Heyden, Neil Napier, Ahmed Mekallach, Raphael Grosz-Harvey, Chad Connell, Mark Antony Krupa"
255,Happy Death Day 2U,100.0,"Drama,Horror,Mystery","Feb 13, 2019",9000000,28051045,64179495,55179495,PG-13,,"Jessica Rothe, Ruby Modine, Israel Broussard, Phi Vu, Suraj Sharma, Sarah Yarkin, Rachel Matthews, Charles Aitken"
256,The Ides of March,101.0,"Drama,Thriller","Oct 7, 2011",23000000,40962534,77735925,54735925,R,George Clooney,"Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti, Evan Rachel Wood, Marisa Tomei, Jeffrey Wright, Max Minghella, Jennifer Ehle, Gregory Itzin, Michael Mantell, Yuriy Sardarov, Bella Ivory, Maya Sayre, Danny Mooney, John Manfredi, Robert Mervak, Fabio Polanco, Frank Jones, Jr., Peter Harpen, Rohn Thomas, David McConnell, Mark Stacey White, Lauren Wainwright, Kris Reilly, Michael D. Ellison, Leslie McCurdy, Jill Hayley Meyers, Rob Braun, Rachel Maddow, Chris Matthews, Charlie Rose, Deb Dixon, Neal Anthony Rubin, Loretta Higgins, Joe Dinda, John Repulski, Cherie Bowman"
257,Sicario,121.0,"Action,Crime,Drama","Sep 18, 2015",30000000,46889293,84393749,54393749,R,Denis Villeneuve,"Emily Blunt, Jon Bernthal, Josh Brolin, Benicio Del Toro, Jeffrey Donovan, Maximiliano Hernandez, Victor Garber, Daniel Kaluuya, Sarah Minnich, Lora Martinez Cunningham, John Trejo, Julio Cedillo, Alan D. Purwin, Kaelee Vigil, Andrea Goodman, Jesus Nevarez-Castillo, Michael Sheets, Dylan Kenin, Alex Knight, Raoul Trujillo, Hank Rogerson, Bernardo P. Saracino, Kevin Wiggins, Edgar Arreola, Kim Larrichio, Jesus Nevarez, Marty Lindsey, Rio Alexander, Jesse Ramirez, Eric Steinig, Michael Aragon, Vic Browder, Boots Southerland, Adam Taylor Gordon, David Garver, James Espinoza, Arrazolo, Tomas Martinez, Eb Lottimer, Matthew Tompkins, Matthew Page, Julian Ortega, Ian Posada, Antonio Leyba, Frank Andrade, Juan Carlos Mora, John Burke, Jesus Mayorga, Joseph P. Santillanes, Basil Iwanyk, Ivan Allen Ransopher"
258,Identity,75.0,Drama,"Apr 25, 2003",28000000,52131264,82183683,54183683,R,David Clevenger,
259,The Gift,54.0,"Drama,Romance","Aug 7, 2015",5000000,43787265,58978477,53978477,R,Sam Raimi,"Cate Blanchett, Keanu Reeves, Katie Holmes, Giovanni Ribisi, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Rosemary Harris, Gary Cole, J.K. Simmons, Chelcie Ross, John Beasley, Lynnsee Provence, Danny Elfman, Stuart Greer, Hunter McGilvray, David Brannen, Alex Lee"
260,The Gift,54.0,"Drama,Romance","Aug 7, 2015",5000000,43787265,58978477,53978477,R,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, David Denman, Busy Philipps, Allison Tolman, Katie Aselton, Susan May Pratt, Wendell Pierce, Beau Knapp, Tim Griffin, Nash Edgerton, P.J. Byrne, Mirrah Foulkes, Adam Lazarre-White, Felicity Price, Stacey Bender, David Joseph Craig, Beth Crudele, Melinda Allen, Laura Drake Mancini, Jyothsna Venkatesh"
261,Obsessed,132.0,Drama,"Apr 24, 2009",20000000,68261644,73964713,53964713,PG-13,Steve Shill,"Idris Elba, Beyoncé Knowles, Ali Larter, Bruce McGill, Jerry O'Connell, Christine Lahti, Matthew Humphreys, Scout Taylor-Compton, Nathan Myers, Nicolas Myers, Bonnie Perlman, Richard R. Ruccolo, Ron Rogge, Meredith Roberts, Nelson Mashita"
262,Witness,60.0,Drama,"Feb 8, 1985",12000000,65532576,65532576,53532576,R,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas, Danny Glover, Jan Rubes, Alexander Godunov, Josef Sommer, Brent Jennings, Patti LuPone, Angus MacInnes, Dianne Crittenden, Frederick Rolf, Viggo Mortensen, Michael C. Gwynne, John Garson, Beverly W. May, Ed Crowley, Timothy Carhart, Sylvia Kauders, Marian Swan, Maria Bradley, Rozwill Young, Paul S. Nuss, Emily Mary Haas, Fred Steinharter, John D. King, Paul Goss, Annemarie Vallerio, Bruce E. Camburn, William Francis, Tom Kennedy, Ardyth Kaiser, Thomas Quinn, Eugene Dooley, Victoria Scott D'Angelo, Richard Chaves, Tim Moyer, Nino del Buono, James Clark, Joseph Kelly, Norman Carter, Craig Clement, Robert Earl Jones, Michael Levering, Bernie Styles, Cara Giallanza, Blossom Terry, Anthony Dean Rubes, Jennifer Mancuso"
263,Devil,89.0,Drama,"Sep 17, 2010",10000000,33679655,63354114,53354114,PG-13,John Erick Dowdle,"Chris Messina, Geoffrey Arend, Bokeem Woodbine, Caroline Dhavernas, Jenny O'Hara, Logan Marshall-Green, Bojana Novakovic, Matt Craven, Jacob Vargas, Joshua Peace, Joe Cobden, Zoie Palmer, Vincent Laresca, Henry Webb, Rudy Webb, Craig Eldridge, Robert Lee, Genadijs Dolganovs, Jay Hunter, Joe Pingue, Killian Gray, Michael Rhoades, Kelly Jones, Lee Oliveira, Jonathan Potts, Alice Poon, Stacy Chbosky"
264,Boyhood,165.0,Drama,"Jul 11, 2014",4000000,25379975,57273049,53273049,R,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Lorelei Linklater, Elijah Smith, Steven Prince, Bonnie Cross, Sydney Orta, Libby Villari, Marco Perella, Jamie Howard, Andrew Villarreal, Shane Graham, Tess Allen, Ryan Power, Sharee Fowler, Mark Finn, Charlie Sexton, Byron Jenkins, Holly Moore, David Blackwell, Barbara Chisholm, Matthew Martinez-Arndt, Cassidy Rose Johnson, Cambell Westmoreland, Jennifer Griffin, Garry Peters, Merrille McCommas, Tamara Jolaine, Jordan Howard, Andrew Bunten, Tyler Strother, Evie Louise Thompson, Brad Hawkins, Savannah Welch, Mika Odom, Sinjin Venegas, Nick Krause, Derek Chase, Angela Rawna, Megan Devine, Jenni Tooley, Landon Collier, Roland Ruiz, Richard Jones, Karen Jones, Gordon Friday, Tom McTigue, Sam Dillon, Martel Summers, David Clark, Zoe Graham, Jesse Tilton, Richard Robichaux, Will Harris, Indica Shaw, Bruce Salmon, Wayne Sutton, Joe Sundell, Sean Tracey, Ben Hodges, Daniel Zeh, Chris Doubek, Andrea Chen, Mona Lee, Bill Wise, Alina Linklater, Charlotte Linklater, Genevieve Kinney, Elijah Ford, Kyle Crusham, Conrad Choucroun, Maximillian McNamara, Taylor Weaver, Jessi Mechler, Steven Chester Prince"
265,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama","May 25, 2012",16000000,45512466,68848446,52848446,PG-13,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Lucas Hedges, Charlie Kilgore, Andreas Sheikh, Chandler Frantz, Rob Campbell, LJ Foley, Gabriel Rush, Seamus Davey-Fitzpatrick, Tommy Nelson, Larry Pine, Marianna Bassham, Neal Huff, Eric Chase Anderson, Jake Ryan, Tanner Flood, Wyatt Ralff, Max Derderian, Hugo DeAscentis, Liz Callahan, James Demler, Christine Noel, Jean-Michael Pion, John Peet, Carolyn Pickman, Ada-Nicole Sanger, Isabella Guinness, Violet Guinness, Caris Yeoman, Lily Tiger McEnerney, Kevin DeCoste, Harvey Keitel, Tyler Metivier, Cooper Murray, Coledyn Garrow, Ben Haffner, Michael Malvesti, Rich Conant, Johnathon Deneault, Jack TeJean Hartman, Preston Hatch, Alex Milne, Jordan Puzzo, Steve Smith, Dakota Pimentel, Roman Keitel, Derek Sardella, Conrad Pope, Owen Wilson"
266,How to Be a Latin Lover,115.0,"Comedy,Drama","Apr 28, 2017",10000000,32149404,62556228,52556228,PG-13,Ken Marino,"Eugenio Derbez, Salma Hayek, Rob Lowe, Kristen Bell, Raquel Welch, Rob Corddry, Rob Riggle, Michael Cera, Raphael Alejandro"
267,Carrie,100.0,"Drama,Horror","Oct 18, 2013",30000000,35266619,82409520,52409520,R,Brian DePalma,"Sissy Spacek, Piper Laurie, John Travolta, Amy Irving, William Katt, Betty Buckley, Nancy Allen, Sidney Lassick, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North, Cameron de Palma, Anson Downes, Edie McClurg"
268,Carrie,100.0,"Drama,Horror","Oct 18, 2013",30000000,35266619,82409520,52409520,NR,David Carson,"Angela Bettis, Patricia Clarkson, Kandyse McClure, Emilie De Ravin, David Keith, Tobias Mehler, Jasmine Guy, Rena Sofer, Meghan Black, Jesse Cadotte, Chelan Simmons, Katharine Isabelle, Sean Tyler Foley, Laurie Murdoch, Michael Kopsa, Miles Meadows, Malcom Scott, Steve Byers"
269,Carrie,100.0,"Drama,Horror","Oct 18, 2013",30000000,35266619,82409520,52409520,R,Kimberly Peirce,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Alex Russell, Ansel Elgort, Portia Doubleday, Judy Greer, Zoë Belkin, Samantha Weinstein, Karissa Strain, Demetrius Joyette, Barry Shabaka Henley, Arlene Mazerolle, Evan Gilchrist, Eddie Max Huband, Tyler Rushton, Connor Price, Jefferson Brown, Cynthia Preston, Philip Nozuka, Kyle Mac, Max Topplin, Mouna Traoré, Derek McGrath, Christopher Britton"
